task,node,topic,timer_handle,callback_duration_us
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,78.686
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,78.852
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,39.581
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,62.556
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,83.12
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,36.196
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,85.231
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,81.709
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,88.094
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,97.355
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,88.164
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,46.173
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,95.378
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,104.592
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,52.393
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,96.366
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,97.465
state_estimation,aw_localization_node,/novatel_top/bestgnsspos,,65.441
